Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1032","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","8.9774","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","F1718","Cereals excluding rice","2022","2022","t","87000","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","2.204","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","167.5011","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","0113","Rice","2022","2022","t","76000","X","Figure from international organizations"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","307.7117","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","391.7047","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1272.96","I","Imputed value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","48.7777","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","67.121","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","39.0363","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","581.58","I","Imputed value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","1.77","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","11.6149","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","02292","Raw milk of goats","2022","2022","t","6562.28","I","Imputed value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21112","Meat of buffalo, fresh or chilled","2022","2022","kg CO2eq/kg","397.7063","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21112","Meat of buffalo, fresh or chilled","2022","2022","kt","265.0235","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","666.38","I","Imputed value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","123.9013","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","9.5119","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","76.77","I","Imputed value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","3.6328","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","3.2083","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","883.16","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.5491","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","0.7995","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","1456","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","8.3319","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","78.9487","E","Estimated value"
"EI","Emissions intensities","626","Timor-Leste","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","9475.49","I","Imputed value"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.1543","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","195.2695","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","F1718","Cereals excluding rice","2022","2022","t","1265771","E","Estimated value"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","0.3432","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","58.2051","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","0113","Rice","2022","2022","t","169608","A","Official figure"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","66.7444","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","525.2054","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","7868.91","A","Official figure"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","10.7804","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","125.5838","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","02211","Raw milk of cattle","2022","2022","t","11649.23","A","Official figure"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","233.0492","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","1289.1211","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","5531.54","E","Estimated value"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","78.1839","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","434.3734","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","5555.79","A","Official figure"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","4.1491","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","118.014","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","28443.02","A","Official figure"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.048","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","32.2427","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","30767.2","E","Estimated value"
"EI","Emissions intensities","768","Togo","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","17.2071","E","Estimated value"
"EI","Emissions intensities","768","Togo","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","295.1624","E","Estimated value"
"EI","Emissions intensities","768","Togo","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","17153.56","A","Official figure"
"EI","Emissions intensities","772","Tokelau","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.5785","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","0.0028","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","4.84","I","Imputed value"
"EI","Emissions intensities","772","Tokelau","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","0","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","9.14","I","Imputed value"
"EI","Emissions intensities","772","Tokelau","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","37.9615","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","1.7561","E","Estimated value"
"EI","Emissions intensities","772","Tokelau","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","46.26","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","0.1799","E","Estimated value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","80.0391","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","28.2378","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","352.8","I","Imputed value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","2.5585","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","0.8297","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","02211","Raw milk of cattle","2022","2022","t","324.29","I","Imputed value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","119.4902","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","3.4222","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","28.64","I","Imputed value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","3.2702","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","0.8876","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","271.42","I","Imputed value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","2.4781","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","0.3628","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","146.4","E","Estimated value"
"EI","Emissions intensities","776","Tonga","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","23.2212","E","Estimated value"
"EI","Emissions intensities","776","Tonga","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","41.5024","E","Estimated value"
"EI","Emissions intensities","776","Tonga","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","1787.26","I","Imputed value"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.109","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","0.5448","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","F1718","Cereals excluding rice","2022","2022","t","5000","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","3.908","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","0.4885","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","0113","Rice","2022","2022","t","125","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","46.5395","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","58.2977","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1252.65","I","Imputed value"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","12.9383","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","18.036","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","02211","Raw milk of cattle","2022","2022","t","1394","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","77.5703","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","2.8701","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","37","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21112","Meat of buffalo, fresh or chilled","2022","2022","kg CO2eq/kg","4347.6","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21112","Meat of buffalo, fresh or chilled","2022","2022","kt","13.0428","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","3","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","50.4563","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","3.5824","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","71","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","2.8529","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","145.9221","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","51149.28","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.5148","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","7.4913","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","4945.38","A","Official figure"
"EI","Emissions intensities","780","Trinidad and Tobago","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","3.9664","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","7.4996","E","Estimated value"
"EI","Emissions intensities","780","Trinidad and Tobago","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","1890.8","A","Official figure"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.2437","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","404.2328","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","F1718","Cereals excluding rice","2022","2022","t","1658881.85","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","4.2879","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","216.4965","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","50490","A","Official figure"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","0.5625","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","774.8094","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","02211","Raw milk of cattle","2022","2022","t","1377333.33","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","15.9885","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","179.2314","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","11210","A","Official figure"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","8.3212","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","94.6346","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","02292","Raw milk of goats","2022","2022","t","11372.66","I","Imputed value"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","21.5117","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","1279.7314","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","59490","A","Official figure"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","02291","Raw milk of sheep","2022","2022","kg CO2eq/kg","2.778","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2022","2022","kt","62.968","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","02291","Raw milk of sheep","2022","2022","t","22666.67","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","02293","Raw milk of camel","2022","2022","kg CO2eq/kg","5.1588","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","02293","Raw milk of camel","2022","2022","kt","5.6894","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","02293","Raw milk of camel","2022","2022","t","1102.87","I","Imputed value"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","1.9627","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","299.8577","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","152780","A","Official figure"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","1.5653","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","152.7695","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","0231","Hen eggs in shell, fresh","2022","2022","t","97600","X","Figure from international organizations"
"EI","Emissions intensities","788","Tunisia","71761","Emissions intensity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","11.1359","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","723113","Emissions (CO2eq) (AR5)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","kt","1.3568","E","Estimated value"
"EI","Emissions intensities","788","Tunisia","5510","Production","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","121.84","I","Imputed value"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","F1718","Cereals excluding rice","2022","2022","kg CO2eq/kg","0.2091","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","F1718","Cereals excluding rice","2022","2022","kt","7819.4937","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","F1718","Cereals excluding rice","2022","2022","t","37392185","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","0113","Rice","2022","2022","kg CO2eq/kg","1.0529","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","0113","Rice","2022","2022","kt","1000.3013","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","0113","Rice","2022","2022","t","950000","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kg CO2eq/kg","8.3849","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","kt","13187.3687","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1572747.15","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","02211","Raw milk of cattle","2022","2022","kg CO2eq/kg","0.7148","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","02211","Raw milk of cattle","2022","2022","kt","14232.3024","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","02211","Raw milk of cattle","2022","2022","t","19912135.38","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","21116","Meat of goat, fresh or chilled","2022","2022","kg CO2eq/kg","12.8267","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","21116","Meat of goat, fresh or chilled","2022","2022","kt","1487.0991","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","21116","Meat of goat, fresh or chilled","2022","2022","t","115937.75","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","02292","Raw milk of goats","2022","2022","kg CO2eq/kg","2.2207","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","02292","Raw milk of goats","2022","2022","kt","1200.1266","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","02292","Raw milk of goats","2022","2022","t","540425.93","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","21112","Meat of buffalo, fresh or chilled","2022","2022","kg CO2eq/kg","14.2031","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","21112","Meat of buffalo, fresh or chilled","2022","2022","kt","192.9613","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","21112","Meat of buffalo, fresh or chilled","2022","2022","t","13585.88","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","02212","Raw milk of buffalo","2022","2022","kg CO2eq/kg","3.2741","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","02212","Raw milk of buffalo","2022","2022","kt","142.7158","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","02212","Raw milk of buffalo","2022","2022","t","43588.65","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","21115","Meat of sheep, fresh or chilled","2022","2022","kg CO2eq/kg","10.1131","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","21115","Meat of sheep, fresh or chilled","2022","2022","kt","4948.905","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","21115","Meat of sheep, fresh or chilled","2022","2022","t","489354.44","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","02291","Raw milk of sheep","2022","2022","kg CO2eq/kg","4.313","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","02291","Raw milk of sheep","2022","2022","kt","4603.4086","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","02291","Raw milk of sheep","2022","2022","t","1067342.14","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","21121","Meat of chickens, fresh or chilled","2022","2022","kg CO2eq/kg","0.3857","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","21121","Meat of chickens, fresh or chilled","2022","2022","kt","932.5122","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","5510","Production","21121","Meat of chickens, fresh or chilled","2022","2022","t","2417995.11","A","Official figure"
"EI","Emissions intensities","792","Türkiye","71761","Emissions intensity","0231","Hen eggs in shell, fresh","2022","2022","kg CO2eq/kg","0.4785","E","Estimated value"
"EI","Emissions intensities","792","Türkiye","723113","Emissions (CO2eq) (AR5)","0231","Hen eggs in shell, fresh","2022","2022","kt","592.4408","E","Estimated value"
